experiment_id,N_params_B,D_tokens_B,Q_score,val_loss,data_type
N700_D0150_Q1.0,700,150,1.0,2.0154,extrapolated
N700_D0300_Q0.05,700,300,0.05,0.5000,extrapolated
N700_D0300_Q0.1,700,300,0.1,0.5000,extrapolated
N700_D0300_Q0.2,700,300,0.2,0.5000,extrapolated
N700_D0300_Q0.3,700,300,0.3,0.5000,extrapolated
N700_D0300_Q0.4,700,300,0.4,0.5000,extrapolated
N700_D0300_Q0.5,700,300,0.5,0.7304,extrapolated
N700_D0300_Q0.6,700,300,0.6,0.9707,extrapolated
N700_D0300_Q0.7,700,300,0.7,1.2080,extrapolated
N700_D0300_Q0.8,700,300,0.8,1.4829,extrapolated
N700_D0300_Q0.9,700,300,0.9,1.7289,extrapolated
N700_D0300_Q0.95,700,300,0.95,1.8991,extrapolated
N700_D0300_Q1.0,700,300,1.0,2.0155,extrapolated
N700_D0500_Q0.05,700,500,0.05,0.5000,extrapolated
N700_D0500_Q0.1,700,500,0.1,0.5000,extrapolated
N700_D0500_Q0.2,700,500,0.2,0.5000,extrapolated
N700_D0500_Q0.3,700,500,0.3,0.5000,extrapolated
N700_D0500_Q0.4,700,500,0.4,0.5000,extrapolated
N700_D0500_Q0.5,700,500,0.5,0.6974,extrapolated
N700_D0500_Q0.6,700,500,0.6,0.9578,extrapolated
N700_D0500_Q0.7,700,500,0.7,1.2213,extrapolated
N700_D0500_Q0.8,700,500,0.8,1.4320,extrapolated
N700_D0500_Q0.9,700,500,0.9,1.6736,extrapolated
N700_D0500_Q0.95,700,500,0.95,1.8314,extrapolated
N700_D0500_Q1.0,700,500,1.0,1.9675,extrapolated
N700_D1000_Q0.05,700,1000,0.05,0.5000,extrapolated
N700_D1000_Q0.1,700,1000,0.1,0.5000,extrapolated
N700_D1000_Q0.2,700,1000,0.2,0.5000,extrapolated
N700_D1000_Q0.3,700,1000,0.3,0.5000,extrapolated
N700_D1000_Q0.4,700,1000,0.4,0.5000,extrapolated
N700_D1000_Q0.5,700,1000,0.5,0.7003,extrapolated
N700_D1000_Q0.6,700,1000,0.6,0.9207,extrapolated
N700_D1000_Q0.7,700,1000,0.7,1.1975,extrapolated
N700_D1000_Q0.8,700,1000,0.8,1.4235,extrapolated
N700_D1000_Q0.9,700,1000,0.9,1.6964,extrapolated
N700_D1000_Q0.95,700,1000,0.95,1.8180,extrapolated
N700_D1000_Q1.0,700,1000,1.0,1.8820,extrapolated
N700_D2000_Q0.05,700,2000,0.05,0.5000,extrapolated
N700_D2000_Q0.1,700,2000,0.1,0.5000,extrapolated
N700_D2000_Q0.2,700,2000,0.2,0.5000,extrapolated
N700_D2000_Q0.3,700,2000,0.3,0.5000,extrapolated
N700_D2000_Q0.4,700,2000,0.4,0.5000,extrapolated
N700_D2000_Q0.5,700,2000,0.5,0.6792,extrapolated
N700_D2000_Q0.6,700,2000,0.6,0.8872,extrapolated
N700_D2000_Q0.7,700,2000,0.7,1.1635,extrapolated
N700_D2000_Q0.8,700,2000,0.8,1.3899,extrapolated
N700_D2000_Q0.9,700,2000,0.9,1.6863,extrapolated
N700_D2000_Q0.95,700,2000,0.95,1.7351,extrapolated
N700_D2000_Q1.0,700,2000,1.0,1.8865,extrapolated
